,SEMESTER,AGE,GENDER,ADDRESS,FAMILY SIZE,PARENT STATUS,TRAVEL TIME,FAMILY SUPPORT,ACTIVITIES,LANGUAGES,INTERNET,FREETIME,HEALTH,NO OF ABSENCE,NO OF WITHDRAWL,CURRENT CGPA,STUDY TIME,STUDENT JOB,AVG GPA
9741,6.0,22.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,4.0,1.0,3.0,1.0,3.0
9742,8.0,19.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,8.0,3.0,3.0,2.0,1.0,2.67
9743,7.0,23.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,2.0,4.0,6.0,3.0,2.0,4.0,0.0,1.67
9744,3.0,23.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,2.0,3.0,6.0,5.0,5.0,3.0,0.0,2.0
9745,2.0,21.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,3.0,1.0,4.0,0.0,3.0
9746,3.0,21.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,3.33
9747,5.0,23.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,3.0,2.0,3.0,1.0,3.33
9748,10.0,21.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,5.0,1.0,4.0
9749,3.0,18.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.33
9750,4.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,5.0,0.0,2.0,3.0,1.0,3.33
9751,6.0,24.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,7.0,0.0,4.0,4.0,0.0,3.0
9752,8.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,3.67
9753,7.0,19.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,4.0
9754,5.0,18.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,4.0
9755,8.0,23.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,4.0,1.0,3.33
9756,1.0,18.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,4.0,3.0,1.0,3.67
9757,9.0,20.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,4.0,2.0,3.0,1.0,3.0
9758,9.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,6.0,4.0,1.0,4.0,0.0,3.33
9759,2.0,18.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,0.0,2.67
9760,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,8.0,0.0,3.0,4.0,1.0,3.67
9761,1.0,19.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,2.33
9762,9.0,20.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0
9763,9.0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0
9764,10.0,22.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,0.0,3.0,4.0,1.0,3.33
9765,3.0,24.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,2.33
9766,8.0,18.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,0.0,1.33
9767,3.0,23.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,2.0,0.0,3.33
9768,2.0,21.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,5.0,1.0,4.0,0.0,3.67
9769,3.0,19.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,3.0,7.0,3.0,2.0,1.0,0.0,4.0
9770,3.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0
9771,10.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,5.0,5.0,3.0,1.0,3.67
9772,7.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.33
9773,3.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,9.0,1.0,3.0,2.0,1.0,3.67
9774,2.0,21.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,2.67
9775,1.0,18.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,5.0,1.0,0.0,2.67
9776,2.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0
9777,1.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,5.0,5.0,3.0,1.0,2.67
9778,3.0,22.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,0.0,3.67
9779,3.0,24.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,0.0,4.0
9780,7.0,21.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,3.67
9781,4.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,6.0,2.0,5.0,5.0,1.0,1.67
9782,4.0,19.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,5.0,4.0,4.0,1.0,2.33
9783,6.0,24.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,7.0,0.0,3.0,1.0,1.0,2.0
9784,4.0,24.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,5.0,4.0,2.0,0.0,2.33
9785,2.0,20.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,3.0,2.0,6.0,1.0,3.0,3.0,1.0,2.0
9786,5.0,22.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.33
9787,8.0,23.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,3.0
9788,8.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,6.0,1.0,2.0,5.0,1.0,2.33
9789,4.0,20.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.33
9790,9.0,24.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,0.0,2.33
9791,10.0,22.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,5.0,2.0,0.0,4.0,5.0,0.0,2.33
9792,10.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,3.67
9793,2.0,22.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,2.33
9794,10.0,20.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0
9795,3.0,23.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,5.0,1.0,4.0,2.0,5.0,0.0,3.0
9796,4.0,22.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,5.0,1.0,2.0,0.0,2.33
9797,8.0,18.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0
9798,6.0,18.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,0.0,3.33
9799,6.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0
9800,3.0,19.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,5.0,4.0,8.0,1.0,5.0,2.0,0.0,4.0
9801,8.0,19.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,4.0,2.0,7.0,2.0,2.0,3.0,1.0,2.67
9802,8.0,18.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,3.0,4.0,6.0,5.0,5.0,4.0,1.0,4.0
9803,6.0,18.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0
9804,2.0,18.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,2.0,5.0,2.0,1.0,2.33
9805,7.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.33
9806,4.0,20.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,5.0,3.0,5.0,8.0,3.0,2.0,4.0,0.0,4.0
9807,9.0,19.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,3.0,6.0,5.0,5.0,2.0,1.0,3.67
9808,5.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.67
9809,2.0,19.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,3.0,1.0,2.33
9810,7.0,18.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,4.0,2.0,5.0,1.0,2.0
9811,5.0,18.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,0.0,3.33
9812,5.0,19.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,0.0,1.33
9813,3.0,19.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,0.0,4.0
9814,8.0,21.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,3.0,4.0,1.0,1.0,2.67
9815,2.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,5.0,1.0,0.0,2.67
9816,3.0,19.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,1.0,1.0,0.0,1.33
9817,2.0,23.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,2.33
9818,5.0,18.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,2.0,6.0,4.0,3.0,1.0,0.0,3.33
9819,10.0,23.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,2.0,3.0,0.0,5.0,5.0,1.0,2.33
9820,10.0,24.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,7.0,4.0,3.0,3.0,1.0,2.33
9821,5.0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.33
9822,4.0,21.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,8.0,1.0,3.0,2.0,1.0,1.33
9823,6.0,22.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,1.0,1.33
9824,8.0,22.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,3.0,2.0,1.0,2.67
9825,4.0,20.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,3.0,9.0,2.0,1.0,5.0,0.0,3.67
9826,3.0,20.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,2.33
9827,7.0,18.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,4.0,5.0,9.0,4.0,2.0,2.0,1.0,2.67
9828,6.0,23.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,9.0,2.0,1.0,4.0,1.0,3.33
9829,2.0,24.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,3.0,3.0,0.0,3.0,5.0,1.0,1.0,2.67
9830,6.0,23.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,5.0,4.0,0.0,3.0,3.0,1.0,2.33
9831,10.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,8.0,4.0,2.0,5.0,1.0,2.67
9832,3.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,4.0
9833,4.0,20.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0
9834,1.0,23.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0
9835,8.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,1.0,5.0,0.0,3.33
9836,9.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,9.0,3.0,4.0,5.0,0.0,4.0
9837,1.0,19.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,1.0,4.0,2.0,5.0,4.0,1.0,3.33
9838,8.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,6.0,2.0,4.0,3.0,0.0,2.33
9839,4.0,21.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,5.0,4.0,4.0,7.0,4.0,4.0,1.0,0.0,2.67
9840,1.0,19.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,5.0,3.0,0.0,3.0
9841,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,2.33
9842,2.0,24.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,7.0,2.0,2.0,3.0,0.0,3.33
9843,2.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3.67
9844,7.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,3.33
9845,2.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,7.0,5.0,4.0,3.0,1.0,3.0
9846,10.0,19.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,2.0,5.0,2.0,0.0,1.0,5.0,0.0,2.33
9847,7.0,21.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.33
9848,4.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,9.0,1.0,5.0,3.0,0.0,4.0
9849,5.0,20.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,3.0,3.0,5.0,1.0,4.0
9850,2.0,18.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,8.0,0.0,3.0,2.0,1.0,2.67
9851,9.0,23.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,1.0,3.0,1.0,0.0,3.0
9852,9.0,21.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,1.0,8.0,4.0,1.0,1.0,1.0,3.67
9853,5.0,22.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,9.0,1.0,3.0,4.0,1.0,3.0
9854,1.0,20.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,8.0,5.0,5.0,5.0,1.0,2.67
9855,9.0,18.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,5.0,3.0,6.0,2.0,1.0,3.0,0.0,2.67
9856,8.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,7.0,4.0,2.0,3.0,1.0,3.33
9857,6.0,20.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,0.0,1.0
9858,4.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,7.0,2.0,4.0,5.0,0.0,2.67
9859,9.0,22.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,9.0,5.0,1.0,3.0,1.0,4.0
9860,9.0,24.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,2.0,9.0,5.0,2.0,2.0,0.0,3.33
9861,4.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,5.0,4.0,1.0,2.67
9862,6.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,3.0,9.0,3.0,2.0,2.0,0.0,3.0
9863,3.0,18.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,3.0,7.0,5.0,4.0,4.0,0.0,1.33
9864,8.0,19.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,3.33
9865,3.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,3.33
9866,2.0,20.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,2.0,5.0,4.0,1.0,3.0
9867,8.0,20.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.67
9868,9.0,20.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,5.0,4.0,7.0,1.0,2.0,1.0,0.0,3.67
9869,2.0,19.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.33
9870,3.0,23.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,0.0,2.33
9871,9.0,24.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,3.0,4.0,9.0,1.0,2.0,5.0,1.0,3.67
9872,9.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,3.0,0.0,2.33
9873,8.0,24.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,3.0,6.0,5.0,4.0,1.0,1.0,2.0
9874,4.0,23.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,5.0,2.0,4.0,5.0,3.0,1.0,3.67
9875,2.0,18.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,9.0,5.0,5.0,5.0,1.0,1.67
9876,3.0,20.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,8.0,5.0,5.0,3.0,0.0,3.33
9877,4.0,24.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,4.0,5.0,2.0,0.0,3.0
9878,4.0,22.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0
9879,6.0,21.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,5.0,5.0,2.0,4.0,3.0,2.0,1.0,2.33
9880,6.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,3.67
9881,5.0,23.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,0.0,2.33
9882,5.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,1.67
9883,7.0,22.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0
9884,9.0,21.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,2.67
9885,3.0,24.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0
9886,9.0,21.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.33
9887,5.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0,1.33
9888,2.0,21.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,3.0
9889,7.0,24.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,5.0,9.0,1.0,2.0,1.0,1.0,3.0
9890,2.0,18.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
9891,3.0,24.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0
9892,10.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,4.0,9.0,1.0,1.0,3.0,0.0,2.33
9893,7.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,5.0,2.0,0.0,2.67
9894,7.0,20.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.67
9895,4.0,20.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,5.0,9.0,1.0,2.0,1.0,1.0,3.33
9896,8.0,22.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,0.0,2.0
9897,9.0,21.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0
9898,3.0,23.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,0.0,3.33
9899,4.0,20.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,1.0,5.0,0.0,2.67
9900,6.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,4.0,2.0,1.0,1.0,4.0
9901,10.0,20.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,2.33
9902,8.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0
9903,5.0,18.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,4.0,1.0,1.0,1.0,4.0
9904,4.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,8.0,5.0,1.0,5.0,1.0,4.0
9905,3.0,18.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,3.33
9906,7.0,19.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,7.0,0.0,2.0,2.0,0.0,2.67
9907,2.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0
9908,4.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0,5.0,0.0,3.0
9909,8.0,24.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0,5.0,5.0,5.0,1.0,2.67
9910,2.0,23.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,2.33
9911,9.0,24.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,1.0,2.0,4.0,0.0,2.0
9912,9.0,22.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,7.0,0.0,3.0,2.0,0.0,2.33
9913,10.0,19.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,3.33
9914,6.0,19.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,3.67
9915,4.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,3.0,5.0,8.0,1.0,1.0,3.0,0.0,1.0
